Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
72 - 10 Bassett Blvd,https://www.zoocasa.com/whitby-on-real-estate/72-10-bassett-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$950,000","List Price$649,900",3 months ,3 Bed,2 Bath,1200–1399 sqft
12 Carrington Pl,https://www.zoocasa.com/whitby-on-real-estate/12-carrington-pl,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,205,000","List Price$899,000",3 months ,3 Bed,4 Bath,N/A sqft
4 Wessex Dr,https://www.zoocasa.com/whitby-on-real-estate/4-wessex-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fafc5244b-9362-4a46-82a1-3f0a599e5dec.jpg&w=640&q=75,Sold,"$1,330,000","List Price$998,000",Sold 3 Months Ago,4 Bed,3 Bath,N/A sqft
70 Sutcliffe Dr,https://www.zoocasa.com/whitby-on-real-estate/70-sutcliffe-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,230,000","List Price$849,000",3 months ,3 Bed,4 Bath,1500–2000 sqft
2 Thistledown Cres,https://www.zoocasa.com/whitby-on-real-estate/2-thistledown-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,700,000","List Price$1,299,000",3 months ,4 Bed,3 Bath,N/A sqft
69 Lahaye Dr,https://www.zoocasa.com/whitby-on-real-estate/69-lahaye-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F9176a6b0-7723-4062-8aae-d1a22e96349b.jpg&w=640&q=75,Sold,"$1,745,200","List Price$1,199,900",3 months ,4 Bed,3 Bath,2500–3000 sqft
316 - 712 Rossland Rd E,https://www.zoocasa.com/whitby-on-real-estate/316-712-rossland-rd-e,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F5ac667fb-74c2-4db4-96e8-a23f16e41187.jpg&w=640&q=75,Sold,"$586,000","List Price$499,999",3 months ,1 Bed,1 Bath,700–799 sqft
14 Yew Tree Way,https://www.zoocasa.com/whitby-on-real-estate/14-yewtree-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,050,000","List Price$749,900",Sold 3 Months Ago,3 Bed,3 Bath,1500–2000 sqft
12 Lockton St,https://www.zoocasa.com/whitby-on-real-estate/12-lockton-st,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F7b55d384-d03a-4b2f-bcbe-3bc37236a06f.jpg&w=640&q=75,Sold,"$1,940,000","List Price$1,699,900",3 months ,4 Bed,3 Bath,N/A sqft
420 Prince Of Wales Dr W,https://www.zoocasa.com/whitby-on-real-estate/420-prince-of-wales-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,485,000","List Price$999,000",3 months ,4 Bed,3 Bath,2000–2500 sqft
41 Bridgid Dr,https://www.zoocasa.com/whitby-on-real-estate/41-bridgid-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fd8b17b4d-339c-4416-934c-eaa00b93a296.jpg&w=640&q=75,Sold,"$1,402,000","List Price$1,099,000",Sold 3 Months Ago,3 Bed,3 Bath,N/A sqft
7 Sato St,https://www.zoocasa.com/whitby-on-real-estate/7-sato-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,615,000","List Price$1,188,000",Sold 3 Months Ago,4 Bed,4 Bath,2500–3000 sqft
6 Derby Crt,https://www.zoocasa.com/whitby-on-real-estate/6-derby-ct,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,507,000","List Price$899,900",3 months ,3 Bed,2 Bath,N/A sqft
31 Greenfield Cres,https://www.zoocasa.com/whitby-on-real-estate/31-greenfield-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$950,000","List Price$799,999",Sold 3 Months Ago,3 Bed,2 Bath,N/A sqft
71 Oceanpearl Cres,https://www.zoocasa.com/whitby-on-real-estate/71-oceanpearl-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,505,000","List Price$999,000",Sold 3 Months Ago,4 Bed,4 Bath,N/A sqft
30 Christaller Crt,https://www.zoocasa.com/whitby-on-real-estate/30-christaller-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fd73c8d39-3f12-43ff-8ec4-253d75c00697.jpg&w=640&q=75,Sold,"$1,202,801","List Price$899,900",3 months ,3 Bed,3 Bath,N/A sqft
