Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
33 Newbury Dr,https://www.zoocasa.com/newmarket-on-real-estate/33-newbury-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,050,000","List Price$799,000",Sold 23 Days Ago,3 Bed,2 Bath,N/A sqft
36 Brandy Lane Way,https://www.zoocasa.com/newmarket-on-real-estate/36-brandy-ln-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$955,000","List Price$849,000",25 days ,3 Bed,3 Bath,1400–1599 sqft
311 Roywood Cres,https://www.zoocasa.com/newmarket-on-real-estate/311-roywood-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F32ec8121-cdad-4781-8fd0-4d6ef526eeb0.jpg&w=640&q=75,Sold,"$1,000,000","List Price$955,000",27 days ,3 Bed,2 Bath,1100–1500 sqft
298 Bristol Rd,https://www.zoocasa.com/newmarket-on-real-estate/298-bristol-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F3fa247c2-dc1f-4ff2-a59c-f7e42abf069f.jpg&w=640&q=75,Sold,"$1,371,000","List Price$1,168,000",Sold 28 Days Ago,4 Bed,3 Bath,2000–2500 sqft
417 Chester Ave,https://www.zoocasa.com/newmarket-on-real-estate/417-chester-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F007c8fcb-9cd4-42ee-9969-9591d353bd7b.jpg&w=640&q=75,Sold,"$950,000","List Price$999,000",28 days ,3 Bed,4 Bath,1500–2000 sqft
254 Liverpool Rd,https://www.zoocasa.com/newmarket-on-real-estate/254-liverpool-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff19fde44-fe1d-41f8-8e2b-b3f83572ac14.jpg&w=640&q=75,Sold,"$1,275,000","List Price$1,099,900",27 days ,4 Bed,3 Bath,2000–2500 sqft
329 Towercrest Dr,https://www.zoocasa.com/newmarket-on-real-estate/329-towercrest-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fd9b6de78-a9cc-47a5-8d39-231420c4f4da.jpg&w=640&q=75,Sold,"$1,170,000","List Price$825,000",28 days ,4 Bed,2 Bath,N/A sqft
115 Arden Ave,https://www.zoocasa.com/newmarket-on-real-estate/115-arden-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fb8f0b152-546d-4621-9859-5095f75e0c5d.jpg&w=640&q=75,Sold,"$1,750,000","List Price$1,849,000",29 days ,4 Bed,4 Bath,N/A sqft
284 Denise Circ,https://www.zoocasa.com/newmarket-on-real-estate/284-denise-cir,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,200,000","List Price$999,000",1 month ,3 Bed,4 Bath,N/A sqft
265 Towercrest Dr,https://www.zoocasa.com/newmarket-on-real-estate/265-towercrest-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F659b6620-784b-46a7-bf85-c0f9ce84db77.jpg&w=640&q=75,Sold,"$1,288,000","List Price$1,288,000",1 month ,3 Bed,2 Bath,N/A sqft
